hsn_code,hsn_code_4_digits,details,gst_rate
4818.90.00,4818,Articles of apparel and clothing accessories: Other,18
4819.00.00,4819,"Cartons, boxes and cases of coruugated paper or paper board",12
4819.00.00,4819,Used Carton,12
4819.00.00,4819,Waste Carton,12
4819.10.00,4819,"Cartons, boxes and cases, of corrugated paper or paperboard:",12
4819.10.00,4819,Used Carton,12
4819.10.00,4819,Waste Carton,12
4819.10.10,1066,Boxes,12
4819.10.90,4819,Boxes : Other,12
4819.20.00,4819,"Folding cartons, boxes and cases, of non- corrugated paper or paperboard",12
4819.20.10,4819,"Cartons, boxes cases intended for the packing of match sticks",12
4819.20.20,4819,Boxes,12
4819.20.90,4819,Boxes: Other,12
4819.40.00,4819,"Other sacks and bags, including cones",12
4819.50.00,4819,"Other packing containers, including record sleeves",12
4819.50.10,4819,"Other packing containers including record
sleeves made of corrugated paper or paperboard",12
4819.60.00,4819,"Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops
or the like",12
4820.00.00,4820,"Exercise book, graph book, & laboratory note book",12
4820.00.00,4820,"Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, blotting-pads, binders (loose-leaf or other), folders, file covers, manifold business forms, interleaved carbon sets and other ar",18
4820.10.00,4820,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, dairies and similar articles",18
4820.10.10,1066,"Registers, Account Books",18
4820.10.90,4820,"Note books, order books, Receipt books, Letter pads, Dairies, Short handbook and local delevery books, Office files, computer files
and similar articles.",18
4820.20.00,4820,Exercise books,12
4820.30.00,4820,"Binders (other than book covers), folders and file covers",18
4820.30.00,4820,Folders and File Covers,18
4820.30.00,4820,Office files & Folders made of paper board  & plastic,18
4820.30.00,4820,Office files and Folders,18
4820.40.00,4820,Manifold business forms and interleaved carbon sets,18
4820.50.00,4820,Albums for samples or for collections,18
4820.50.00,4820,Photo Albums,18
4820.50.00,4820,Photo Albums,18
4820.90.00,4820,Albums for samples or for collections: Other,18
4820.90.90,4820,"Graph book, Laboratory Note book",12
4821.00.00,4821,"Paper or paperboard labels of all kinds, whether or not printed",18
4821.10.10,1067,Printed paper tags,18
4821.10.20,1067,Printed lablels,18
4822.00.00,4822,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)",18
4822.90.00,4822,"Bobbins, spools etc. Of pap pulp, paper & paperboard: Other",18
4823.00.00,4823,Paper pulp moulded trays; Braille paper; Kites,12
4823.00.00,4823,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres [other than paper pulp
moulded trays]",18
4823.11.00,4823,Self-adhesive (pressure sensitive),18
4823.12.00,4823,Paper self-adhesive tape,18
4823.19.00,4823,Paper self-adhesive tape: Other,18
4823.20.00,4823,Filter paper and paperboard:,18
4823.30.00,4823,"Cards, not punched, for punch card machines, whether or not in strips",18
4823.40.00,4823,"Rolls, sheets and dials, printed for self- recording apparatus other paper and paperboard, of a kind used for writing,
printing or other graphic purposes:",18
4823.51.00,4823,"Printed, embossed or perforated",18
4823.59.00,4823,"Printed, embossed or perforated: Other",18
4823.60.00,4823,"Trays, dishes, plates, cups and the like, of paper or paperboard",18
4823.70.10,4823,Paper Pulp moulded trays,12
4823.70.20,4823,Wood pulp board,18
4823.70.30,4823,"Artilces made of paper mache other than artware and moulded or pressed goods of
woold pulp",18
4823.70.90,4823,Clip boards,18
4823.90.00,4823,Clip boards: Other,18
4823.90.11,4823,Brailee Paper,12
4823.90.21,4823,Pre-punched cards,18
4800.00.00,4800,"Paper splints for matches, whether or not waxed, Asphaltic  roofing sheets.",12
4901.00.00,4901,Printed books including Braille books,0
4901.00.00,4901,"Brochures, leaflets and similar printed matter, whether or not in single sheets",5
4901.10.10,1096,"Printed books, periodicals and journals meant for reading; In single sheets, whether or not
folded",0
4901.10.20,1096,"Pamphlets booklets, brochures, leaflets and similar printed matter",5
4901.91.00,4901,"Dictionaries and encyclopedias, and serial installments thereof",0
4902.00.00,4902,"Newspapers, journals and periodicals, whether or not illustrated or containing
advertising material .",0
4902.10.00,4902,Appearing at least four times a week,0
4902.90.00,4902,Appearing at least four times a week: Other,0
4903.00.00,4903,"Children's picture, drawing or coloring books",12
4904.00.00,4904,"Music, printed or in manuscript, whether or not bound or illustrated",12
4905.00.00,4905,"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps,
topographical plans and globes, printed",0
4906.00.00,4906,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper and carbon copies of the foregoing.",12
4907.00.00,4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognized face value; stamp-impressed paper; bank notes; cheque forms; stock, share or bond certificates and similar documents of title u",12
4908.00.00,4908,Transfers (decalcomanias),12
4908.10.00,4908,"Transfers (decalcomanias), vitrifiable",12
4908.90.00,4908,"Transfers (decalcomanias), vitrifiable: Other",12
4909.00.00,4909,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopesor trimmings.",12
4910.00.00,4910,"Calendars of any kind, printed, including calendar blocks - calendars of any kind, printed, including calendar blocks",12
4911.00.00,4911,"Other printed matter, including printed pictures and photographs; such as Trade advertising material, Commercial catalogues and the like, printed Posters, Commercial catalogues, Printed inlay cards, Pictures, designs and photographs, Plan and drawings for",12
4911.10.00,4911,"Trade advertising material, commercial catalogs and the like",12
4911.91.00,4911,"Pictures, designs and photographs",12
4911.99.00,4911,"Pictures, designs and photographs: Other",12
5001.00.00,5001,Silkworm cocoons suitable for reeling,0
5001.00.00,5001,Silk-worm cocoons suitable for reeling,0
5002.00.00,5002,Raw silk (not thrown),0
5002.00.00,5002,Raw silk (not thrown),0
5002.00.10,5002,Mulberry raw silk,0
5002.00.20,5002,Mulberry dupion silk,0
5002.00.30,5002,Non-murberry silk,0
5003.00.00,5003,"Silk waste, including silk yarn waste etc.",0
5003.10.00,5003,Silk waste (not carded or combed),0
5003.90.00,5003,Other silk waste,0
5004.00.00,5004,Silk yarn (other than yarn spun from silk waste),0
5004.00.00,5004,"Silk yarn, not spun from waste, not retail packed",0
5005.00.00,5005,Yarn spun from silk waste not put up for retail sale,0
5005.00.00,5005,"Yarn spun from silk waste, not put up for retail sale",0
5006.00.00,5006,"Silk yarn & yarn from waste put up for ret, silkworm gut",0
5006.00.00,5006,Silk yarn and yarn spun from silk waste; silk worm gut,0
5007.00.00,5007,Woven fabrics of silk or silk waste,0
5007.10.00,5007,Fabrics of noil silk,0
5007.20.00,5007,Other woven fabrics of silk (silk content 85% or more,0
5007.90.00,5007,Other woven fabrics of silk or of silk waste,0
5101.00.00,5101,"Wool, not carded or combed",0
5101.11.00,5101,Shorn wool (greasy; not carded or combed),0
5101.19.00,5101,Other greasy wool (not carded or combed),0
5101.21.00,5101,Shorn wool (degreased; not carbonised; not carded or combed),0
5101.29.00,5101,Other degreased wool (not carbonised; not carded or combed),0
5101.30.00,5101,Carbonised wool (not carded or combed),0
5102.00.00,5102,"Fine or coarse animal hair, not carded or combed",0
5102.10.00,5102,Fine animal hair (not carded or combed),0
5102.20.00,5102,Coarse animal hair (not carded or combed),0
5103.00.00,5103,Waste of wool or of fine or coarse animal hair,0
5103.10.00,5103,Noils of wool or of fine animal hair,0
5103.20.00,5103,Other waste of wool or of fine animal hair,0
5103.30.00,5103,Waste of coarse animal hair,0
5104.00.00,5104,Garnetted stock of wool or of fine or coarse animal hair,0
5104.00.00,5104,Garnetted stock of wool/fine or coarse animal hair,0
5105.00.00,5105,"Wool & fine or coarse animal hair, carded & combed",0
5105.10.00,5105,Carded wool,0
5105.21.00,5105,Combed wool in fragments,0
5105.29.00,5105,Wool tops,0
5105.30.00,5105,"Fine animal hair, carded or combed",0
5105.40.00,5105,"Coarse animal hair, carded or combed",0
5106.00.00,5106,"Yarn of carded wool, not put up for retail sale",0
5106.10.00,5106,Yarn of carded wool(wool content 85% or more; not put up for retail sale),0
5106.20.00,5106,Yarn of carded wool (wool content less than 85%; not put up for retail sale),0
5107.00.00,5107,"Yarn of combed wool, not put up for retail sale",0
5107.10.00,5107,Yarn of combed wool (wool content 85% or more; not put up for retail sale),0
5107.20.00,5107,Yarn of combed wool (wool content less than 85%; not put up forretail sale),0
5108.00.00,5108,"Yarn of fine animal hair, not for retail sale",0
5108.10.00,5108,Yarn of fine animal hair (carded; not put up for retail sail),0
5108.20.00,5108,Yarn of fine animal hair (carded; not put up for retail sail),0
5108.31.00,5108,Plain woven fabrics of cotton (cotton 85% or more; dyed; not more than 100g/m2),0
5108.32.00,5108,Plain woven fabrics of cotton (cotton 85% or more; dyed; 100g-200g/m2),0
5109.00.00,5109,"Yarn of wool or fine animal hair, for retail sale",0
5109.10.00,5109,Yarn of wool or fine animal hair (wool content 85% or more),0
5109.10.10,1172,Knitting wool,0
5109.90.00,5109,Yarn of wool or fine animal hair (wool content less than 85%),0
5110.00.00,5110,Yarn coarse animal hair put up or not retail sale,0
5110.00.00,5110,Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn),0
5111.00.00,5111,Woven fabrics of carded wool or fine animal hair,0
5111.11.00,5111,Woven fabrics (containing 85% or more of carded wool or fine animal hair),0
5111.19.00,5111,Other woven fabrics (containing 85% or more of carded wool or fine animal hair),0
5111.20.00,5111,Woven fabrics of carded wool or fine animal hair (mixed with man-made filaments),0
5111.30.00,5111,Woven fabrics of carded wool or fine animal hair (mixed with man-made staple fibres),0
5111.90.00,5111,Other woven fabrics of carded wool or fine animal hair,0
5112.00.00,5112,Woven fabrics of combed wool or fine animal hair,0
5112.11.00,5112,Woven fabrics (containing 85% or more of combed wool or fine animal hair),0
5112.19.00,5112,Other woven fabrics (containing 85% or more of combed wool or fine animal hair),0
5112.20.00,5112,Woven fabrics of combed wool or fine animal hair (mixed with man-made filaments),0
5112.30.00,5112,Woven fabrics of combed wool or fine animal hair (mixed with man-made staple fibres),0
5112.90.00,5112,Other woven fabrics of combed wool or fine animal hair,0
5113.00.00,5113,Woven fabrics of coarse animal hair or horsehair,0
5113.00.00,5113,Woven fabrics of coarse animal hair or of horsehair,0
5201.00.00,5201,Cotton (not carded or combed),0
5201.00.00,5201,"Cotton, not carded or combed",0
5202.00.00,5202,Cotton waste (including yarn waste etc.),0
5202.10.00,5202,Yarn waste of cotton (including thread waste),0
5202.91.00,5202,Garnetted stock of cotton,0
5202.99.00,5202,Other waste of cotton,0
5203.00.00,5203,"Cotton, carded or combed",0
5203.00.00,5203,"Cotton, carded or combed",0
5204.00.00,5204,"Cotton sewing thread, retail packed or not",0
5204.11.00,5204,Cotton sewing thread (cotton content 85% or more; not put up for retail sale),0
5204.19.00,5204,Other cotton sewing thread (not put up for retail sale),0
5204.20.00,5204,Cotton sewing thread (put up for retail sale),0
5205.00.00,5205,Cotton yarn (not sewing thread) nu 85% cot no retail,0
5205.11.00,5205,"Cotton yarn (uncombed cotton 85% or more;
714.29 decitex or more)",0
5205.12.00,5205,Cotton yarn (uncombed cotton 85% or more; 714.29-232.56decitex),0
5205.13.00,5205,Cotton yarn (uncombed cotton 85% or more; 232.56-192.31 decitex),0
5205.14.00,5205,Cotton yarn (uncombed cotton 85% or more; 192.31-125 decitex),0
5205.15.00,5205,Cotton yarn (uncombed cotton 85% or more; less than 125 decitex),0
5205.21.00,5205,"Cotton yarn (combed cotton 85% or more;
714.29 decitex or more)",0
5205.22.00,5205,Cotton yarn (combed cotton 85% or more; 714.29-232.56 decitex),0
5205.23.00,5205,Cotton yarn (combed cotton 85 or more; 232.56-192.31 decitex),0
5205.24.00,5205,Cotton yarn (combed cotton 85% or more; 192.31-125 decitex),0
5205.25.00,5205,Cotton yarn (combed cotton 85% or more; less than 125 decitex),0
5205.31.00,5205,"Cotton yarn (multiple yarn, per single yarn
714.29 decitex or more)",0
5205.32.00,5205,"Cotton yarn (multiple yarn, per single yarn 714.29-232.56 decitex)",0
5205.33.00,5205,"Cotton yarn (multiple yarn, per single yarn 232.56~192.31 decitex)",0
5205.34.00,5205,"Cotton yarn (multiple yarn, per single yarn 192.31~125 decitex)",0
5205.35.00,5205,"Cotton yarn (multiple yarn, per single yarn less than 125 decitex)",0
5205.41.00,5205,"Cotton yarn (multiple yarn, per single yarn
714.29 decitex or more)",0
5205.42.00,5205,"Cotton yarn (multiple yarn, per single yarn 714.29-232.56 decitex)",0
5205.43.00,5205,"Cotton yarn (multiple yarn, per single yarn 232.56-192.31 decitex)",0
5205.44.00,5205,"Cotton yarn (multiple yarn, per single yarn 192.31-125 decitex)",0
5205.45.00,5205,"Cotton yarn (multiple yarn, per single yarn less than 125 decitex)",0
5206.00.00,5206,Cotton yarn (not sewing thread) un 85% cot no retail,0
5206.11.00,5206,"Cotton yarn (uncombed cotton less than 85%;
714.29 decitex or more)",0
5206.12.00,5206,Cotton yarn (uncombed cotton less than 85%; 714.29-232.56decitex),0
5206.13.00,5206,Cotton yarn (uncombed cotton less than 85%; 232.56-192.31decitex),0
5206.14.00,5206,Cotton yarn (uncombed cotton less than 85%; 192.31-125 decitex),0
5206.15.00,5206,Cotton yarn (uncombed cotton less than 85%; less than 125 decitex),0
5206.21.00,5206,"Cotton yarn (combed cotton less than 85%;
714.29 decitex or more)",0
5206.22.00,5206,Cotton yarn (combed cotton less than 85%; 714.29-232.56 decitex),0
5206.23.00,5206,Cotton yarn (combed cotton less than 85%; 232.6-192.31decitex),0
5206.24.00,5206,Cotton yarn (combed cotton less than 85%; 192.31-125 decitex),0
5206.25.00,5206,Cotton yarn (combed cotton less than 85%; less than 125 decitex),0
5206.31.00,5206,"Cotton yarn (multiple yarn, per single yarn
714.29 decitex or more)",0
5206.32.00,5206,"Cotton yarn (multiple yarn, per single yarn 714.29-232.56 decitex)",0
5206.33.00,5206,"Cotton yarn (multiple yarn, per single yarn 232.56-192.31 decitex)",0
5206.34.00,5206,"Cotton yarn (multiple yarn, per single yarn 192.31~125 decitex)",0
5206.35.00,5206,"Cotton yarn (multiple yarn, single yarn less than 125 decitex)",0
5206.41.00,5206,"Cotton yarn (multiple yarn, per single yarn 714.29decitex or more)",0
5206.42.00,5206,"Cotton yarn (multiple yarn, per single yarn 714.29-232.56 decitex)",0
5206.42.00,5206,"Cotton yarn (multiple yarn, per single yarn 714.29-232.56 decitex)",0
5206.43.00,5206,"Cotton yarn (multiple yarn, per single yarn 232.56-192.31 decitex)",0
5206.44.00,5206,"Cotton yarn (multiple yarn, per single yarn 192.31-125decitex)",0
5206.45.00,5206,"Cotton yarn (multiple yarn, per single yarn less than 125 decitex)",0
5207.00.00,5207,Cotton yarn (not sewing thread) retail packed,0
5207.10.00,5207,"Cotton yarn (cotton content 85% or more, put up for retail sale)",0
5207.90.00,5207,Cotton yarn (cotton content less than 85%; put up for retail sale),0
5208.00.00,5208,"Woven cotton fabrics, nu 85% cot, wt n/ov 200 g/m2",0
5208.11.00,5208,Plain woven fabrics of cotton (cotton 85% or more; not more than 100g/m2; unbleached),0
5208.12.00,5208,"Plain woven fabrics of cotton (cotton 85% or more, 100g-200g/m2; unbleached)",0
5208.13.00,5208,Twill woven fabrics of cotton (cotton 85% or more; not more than 200g/m2; unbleached),0
5208.19.00,5208,Other woven fabrics of cotton (cotton 85% or more; not more than 200g/m2; unbleached),0
5208.21.00,5208,Plain woven fabrics of cotton (cotton 85% or more; not more than 100g/m2; bleached),0
5208.22.00,5208,Plain woven fabrics of cotton (cotton 85% or more; 100g-200g/m2; bleached),0
5208.23.00,5208,Twill woven fabrics of cotton (cotton 85% or more; not more than 200g/m2; bleached),0
5208.29.00,5208,Other woven fabrics of cotton(cotton 85% or more; not more than 200g/m2; bleached),0
5208.31.00,5208,Plain woven fabrics of cotton (cotton 85% or more; dyed; not more than 100g/m2),0
5208.32.00,5208,Plain woven fabrics of cotton (cotton 85% or more; dyed; 100g-200g/m2),0
5208.33.00,5208,Twill woven fabrics of cotton (cotton 85% or more; dyed; not more than 200g/m2),0
5208.39.00,5208,Other woven fabrics of cotton (cotton 85% or more; dyed; not more than 200g/m2),0
5208.41.00,5208,"Plain woven fabrics of cotton (cotton 85% or more; yarn of different color; not more than
100g/m2",0
5208.42.00,5208,Plain woven fabrics of cotton (cotton 85% or more; yarn of different color; 100g-200g/m2),0
5208.43.00,5208,"Twill woven fabrics of cotton (cotton 85% or more; yarn of different color; not more than
200g/m2",0
5208.49.00,5208,"Other woven fabrics of cotton (cotton 85% or more; yarn of different color; not more than
200g/m2",0
5208.51.00,5208,Plain woven fabrics of cotton (cotton 85% or more; printed; not more than 100g/m2),0
5208.52.00,5208,Plain woven fabrics of cotton cotton 85% or more; printed; 100g-200g/m2),0
5208.53.00,5208,Twill woven fabrics of cotton (cotton 85% or more; printed; not more than 200g/m2),0
5208.59.00,5208,Other woven fabrics of cotton (cotton 85% or more; printed; not more than 200g/m2),0
5209.00.00,5209,"Woven cotton fabrics, nu 85% cot, wt ov 200 g/m2",0
5209.11.00,5209,Plain woven fabrics of cotton (unbleached; cotton 85% or more; more than 200g/m2),0
5209.12.00,5209,Twill woven fabrics of cotton (unbleached; cotton 85% or more; more than 200g/m2),0
5209.19.00,5209,Other woven fabrics of cotton (unbleached; cotton 85% or more; more than 200g/m2),0
5209.21.00,5209,Plain woven fabrics of cotton (bleached; cotton 85% or more; more than 200g/m2),0
5209.22.00,5209,Twill woven fabrics of cotton (bleached; cotton 85% or more; more than 200g/m2),0
5209.29.00,5209,Other woven fabrics of cotton (bleached; cotton 85% or more; more than 200g/m2),0
5209.31.00,5209,Plain woven fabrics of cotton (dyed; cotton 85% or more; more than 200g/m2),0
5209.32.00,5209,Twill woven fabrics of cotton (dyed; cotton 85% or more; more than 200g/m2),0
5209.39.00,5209,Other woven fabrics of cotton (dyed; cotton 85% or more; more than 200g/m2),0
5209.41.00,5209,"Plain woven fabrics of cotton (yarn of different color; cotton 85% or more; more than
200g/m2)",0
5209.42.00,5209,Denim (yarn of different color; cotton 85% or more; more than 200g/m2),0
5209.43.00,5209,"Twill woven fabrics of cotton (yarn of different color; cotton 85% or more; more than
200g/m2)",0
5209.49.00,5209,"Other woven fabrics of cotton (yarn of
different color; cotton 85% or more; more than 200g/m2)",0
5209.51.00,5209,Plain woven fabrics of cotton (printed; cotton 85% or more; more than 200g/m2),0
5209.52.00,5209,Twill woven fabrics of cotton (printed; cotton 85% or more; more than 200g/m2),0
5209.59.00,5209,Other woven fabrics of cotton (printed; cotton 85% or more; more than 200g/m2),0
5210.00.00,5210,"Woven cotton fab, un 85% cot, mmfmix, n/ov 200g/m2",0
5210.11.00,5210,"Plain woven fabrics of cotton (unbleached;
cotton less than 85%; not more than 200g/m2)",0
5210.12.00,5210,"Twill woven fabrics of cotton (unbleached;
cotton less than 85%; not more than 200g/m2)",0
5210.19.00,5210,"Other woven fabrics of cotton (unbleached;
cotton less than 85%; not more than 200g/m2)",0
5210.21.00,5210,"Plain woven fabrics of cotton (bleached;
cotton less than 85%; not more than 200g/m2)",0
5210.22.00,5210,"Twill woven fabrics of cotton (bleached; cotton less than 85%; not more than
200g/m2)",0
5211.00.00,5211,"Woven cotton fabrics, un 85% cot, mmfmix, ov 200g/m2",0
5211.11.00,5211,Plain woven fabrics of cotton (unbleached; cotton less than 85%; more than 200g/m2),0
5211.12.00,5211,Twill woven fabrics of cotton (unbleached; cotton less than 85%; more than 200g/m2),0
5211.19.00,5211,Other woven fabrics of cotton (unbleached; cotton less than 85%; more than 200g/m2),0
5211.21.00,5211,Plain woven fabrics of cotton (bleached; cotton less than 85%; more than 200g/m2),0
5211.22.00,5211,Twill woven fabrics of cotton (bleached; cotton less than 85%; more than 200g/m2),0
5211.29.00,5211,Other woven fabrics of cotton (bleached; cotton less than 85%; more than 200g/m2),0
5211.31.00,5211,Plain woven fabrics of cotton (dyed; cotton less than 85%; more than 200g/m2),0
5211.32.00,5211,Twill woven fabrics of cotton (dyed; cotton less than 85%; more than 200g/m2),0
5211.39.00,5211,Other woven fabrics of cotton (dyed; cotton less than 85%; more than 200g/m2),0
5211.41.00,5211,"Plain woven fabrics of cotton (yarn of different
color; cotton less than 85%; more than 200g/m2)",0
5211.42.00,5211,Denim (yarn of different color; cotton less than85%; more than 200g/m2),0
5211.43.00,5211,"twill woven fabrics of cotton (yarn of different
color; cotton less than 85%; more than 200g/m2)",0
5211.49.00,5211,"Other woven fabrics of cotton (yarn of
different color; cotton less than 85%; more than 200g/m2)",0
5211.51.00,5211,Plain woven fabrics of cotton (printed; cotton less than 85%; more than 200g/m2),0
5211.52.00,5211,Twill woven fabrics of cotton (printed; cotton less than 85%; more than 200g/m2),0
5211.59.00,5211,Other woven fabrics of cotton (printed; cotton less than 85%; more than 200g/m2),0
5212.00.00,5212,Woven cotton fabrics nesoi,0
5212.11.00,5212,Other woven fabrics of cotton (not more than 200g/m2; unbleached),0
5212.12.00,5212,Other woven fabrics of cotton (weighing not more than 200g/m2; bleached),0
5212.13.00,5212,Other woven fabrics of cotton (dyed; weighing not more than 200g/m2),0
5212.14.00,5212,Other woven fabrics of cotton (yarn of different color; not more than 200g/m2),0
5212.15.00,5212,Other woven fabrics of cotton (printed; weighing not more than 200g/m2),0
5212.21.00,5212,Other woven fabrics (unbleached; weighing more than 200g/m2),0
5212.22.00,5212,Other woven fabrics (bleached); weighing more than 200g/m2),0
5212.23.00,5212,Other woven fabrics (dyed; weighing more than 200g/m2),0
5212.24.00,5212,Other woven fabrics (yarn of different color; weighing more than 200g/m2),0
5212.25.00,5212,Other woven fabrics (printed; weighing more than 200g/m2),0
5301.00.00,5301,"Flax, raw etc but not spun, flax tow and waste",0
5301.10.00,5301,"Flax, raw or retted",0
5301.21.00,5301,"Flax, broken or scutched",0
5301.29.00,5301,"Flax, hackled or other wise processed, but not spun",0
5301.30.00,5301,Flax tow and waste,0
5302.00.00,5302,"True hemp, raw etc not spun, true hemp tow and waste",0
5302.10.00,5302,"True hemp, raw or retted",0
5302.90.00,5302,"Other true hemp, tow and waste of true hemp",0
5303.00.00,5303,"Jute & other text bast fibers nesoi, raw etc & tow etc",0
5303.10.00,5303,"Jute and other textile bast fibres, raw or retted",0
5303.90.00,5303,"Other jute and other textile bast fibres, tow and waste of these fibres",0
5304.00.00,5304,"Sisal & other agave text fibers, raw etc & tow etc",0
5304.10.00,5304,"Sisal and other textile fibres of the genus agave, raw",0
5304.90.00,5304,"Other sisal and other textile fibres of the genus agave, tow, waste thereof",0
5305.00.00,5305,"Coconut, abaca, ramie etc nesoi, raw etc, tow etc",0
5305.11.00,5305,"Textile fibres of coconut, raw",0
5305.11.10,1243,"Raw, coir bristle fibre",0
5305.11.20,1243,"Raw , Mattress fibre",0
5305.11.30,1243,"Raw, curled ormachine twisted coir fibre",0
5305.11.40,5305,Coir pith,0
5305.11.50,5305,Coir yarn,0
5305.19.00,5305,"Other textile fibres of coconut, tow, noils, waste of these fibres (coir)",0
5305.21.00,5305,"Textile fibres of abaca, raw",0
5305.29.00,5305,"Other textile fibres of abaca, tow, noils, waste of these fibres",0
5305.91.00,5305,"Ramie and other vegetable textile fibres, raw",0
5305.99.00,5305,"Other ramie and other vegetable textile fibres, tow, noils thereof",0
5306.00.00,5306,Flax yarn,0
5306.10.00,5306,"Flax yarn, single yarn",0
5306.20.00,5306,"Flax yarn, multiple (folded) or cabled",0
5306.90.00,5306,"Flax, yarn, multiple or cabled",0
5307.00.00,5307,Yarn of jute & other textile bast fibers nesoi,0
5307.10.00,5307,"Yarn of jute or of other textile bast fibres, single yarn",0
5307.20.00,5307,"Yarn of jute or of other textile bast fibres, multiple or cabled",0
5308.00.00,5308,"Yarn of vegetable textile fibers nesoi, paper yarn",0
5308.10.00,5308,Coir yarn,0
5308.20.00,5308,True hemp yarn,0
5308.30.00,5308,Paper yarn,0
5308.90.00,5308,Yarn of other vegetable textile fibres,0
5309.00.00,5309,Woven fabrics of flax,0
5309.11.00,5309,Woven fabrics of flax (unbleached or bleached; flax content 85% or more),0
5309.19.00,5309,Other woven fabrics of flax (containing 85% or more by weight of flax),0
5309.21.00,5309,Woven fabrics of flax (unbleached or bleached; flax content less than 85%),0
5309.29.00,5309,Other woven fabrics of flax (flax content less than 85%),0
5310.00.00,5310,Woven fabrics of jute or other text bast fiber nesoi,0
5310.10.00,5310,Woven fabrics of jute or of other textile bast fibres (unbleached),0
5311.00.00,5311,"Woven fab of veg textile fibers nesoi, wov fab of ppr yarn",0
5311.00.00,5311,Woven fabrics of other vegetable textile fibres or of paper yarn,0
540.22.00,540,"Textured yarn of polyamide filaments, single yarn more than 50tex",0
5401.00.00,5401,"Sewing thread of manmade filaments, retail or not",0
5401.10.00,5401,Sewing thread of synthetic filaments,0
5401.20.00,5401,Sewing thread of artificial filaments,0
5402.00.00,5402,"Synthetic filament yarn (no sew thread), no retail",0
5402.10.00,5402,High tenacity yarn of polyamide filaments,0
5402.20.00,5402,High tenacity yarn of polyester filaments,0
5402.31.00,5402,"Textured yarn of polyamide filaments, single yarn not more than 50tex",0
5402.33.00,5402,Textured yarn of polyester filaments,0
5402.39.00,5402,Textured yarn of other synthetic filaments,0
5402.41.00,5402,"Single yarn of polyamide filaments, twist of not exceeding 50turns/m",0
5402.42.00,5402,"Single yarn of polyester filaments, partially oriented",0
5402.43.00,5402,"Other single yarn of polyester filaments, twist of not exceeding 50/m540249 other single yarn of synthetic filaments, twist of not
exceeding 50/m",0
5402.51.00,5402,"Single yarn of polyamide filaments, twist of exceeding 50 turns/m",0
5402.52.00,5402,"Single yarn of polyester filaments, twist of exceeding 50 turns/m",0
5402.59.00,5402,"Other single yarn of synthetic filaments,twist of exceeding 50turns/m",0
5402.61.00,5402,Multiple or cabled yarn of polyamide filaments,0
5402.62.00,5402,Multiple or cabled yarn of polyester filaments,0
5402.69.00,5402,Multiple or cabled yarn of polyester filaments,0
5403.00.00,5403,"Artificial filament yarn (no sew thread), no retail",0
5403.10.00,5403,High tenacity yarn of viscose rayon filament,0
5403.20.00,5403,Textured yarn of artificial filaments,0
5403.31.00,5403,"Single yarn of viscose rayon filament, twist not exceeding 120turns/ 540332 single yarn of viscose rayon filament, twist exceeding
120turns/m",0
5403.33.00,5403,Single yarn of cellulose acetate filament,0
5403.39.00,5403,Other single yarn of artificial filaments,0
5403.41.00,5403,Multiple or cabled yarn of viscose rayon filament,0
5403.42.00,5403,Multiple or cabled yarn of cellulose acetate filament,0
5403.49.00,5403,Other multiple or cabled yarn of artificial filament,0
5404.00.00,5404,"Syn monofil not un 97 dec, cr-sect n/ov1 mm, stno5mm",0
5404.10.00,5404,Snythetic monofilament of 67 decitex or more,0
5404.90.00,5404,"Strip and the like of synthetic textile materials, not exceeding 5mm",0
5405.00.00,5405,"Art monof, n/un67 dec crs n/ov1mm, strip nov5mm wd",0
5405.00.00,5405,Artificial monofilament of 67 decitex or more,0
5406.00.00,5406,"Manmade filament yarn (no sew thread), retail pack",0
5406.10.00,5406,"Synthetic filament yarn, put up for retail sale",0
5406.20.00,5406,"Artificial filament yarn, put up for retail sale",0
5407.00.00,5407,"Woven fab of syn fil yarn, incl monofil 67 dec etc",0
5407.10.00,5407,"Woven fabrics obtained from high tenacity yarns of nylon, other polyamides or polyesters",0
5407.20.00,5407,Woven fabrics obtained from strip,0
5407.30.00,5407,Fabrics consisting of layers of parallel textile yarns,0
5407.41.00,5407,Unbleached or bleached fabrics (polyamide filaments 85% or more),0
5407.42.00,5407,Dyed fabrics (85% or more by weight of polyamide filaments),0
5407.43.00,5407,Fabrics of yarns of different colours (polyamide filaments 85% or more),0
5407.44.00,5407,Printed fabrics (85% or more by weight of polyamide filaments),0
5407.51.00,5407,Unbleached or bleached fabrics (textured polyester 85% or more),0
